8000	0.005	0.010000000000000002	3	1	-0.00825	0.476	0.00975	0.004	0.00025
8000	0.005	0.011220184543019636	3	1	0.037	0.44625	0.36675	0.03825	0.24875
8000	0.005	0.012589254117941675	3	1	0.12575	0.0595	0.049	0.218	0.17225
8000	0.005	0.01412537544622754	3	1	0.02875	0.0115	-0.025	0.02975	0.01125
8000	0.005	0.015848931924611134	3	1	0.02225	0.00875	0.01225	0.003	0.0095
8000	0.005	0.01778279410038923	3	1	-0.01025	0.50325	-0.0005	0.03175	-0.0095
8000	0.005	0.0199526231496888	3	1	-0.0145	-0.0055	0.40525	-0.01225	0.304
8000	0.005	0.0223872113856834	3	1	0.04475	0.47325	0.029	0.36275	0.30925
8000	0.005	0.025118864315095794	3	1	0.04175	0.506	0.0265	0.38025	0.0175
8000	0.005	0.028183829312644536	3	1	0.00525	0.49225	0.00475	0.3705	0.017
8000	0.005	0.03162277660168379	3	1	0.97125	0.49475	0.47925	0.013	0.321
8000	0.005	0.03548133892335755	3	1	0.01525	0.3935	0.00525	0.13925	-0.00875
8000	0.005	0.039810717055349734	3	1	0.997	0.51925	0.0095	0.02425	0.006
8000	0.005	0.0446683592150963	3	1	0.97675	0.485	0.002	0.0025	0.157
8000	0.005	0.05011872336272722	3	1	0.99775	0.47925	0.49925	-0.0125	0.006
8000	0.005	0.05623413251903491	3	1	0.9945	0.49875	-0.012	0.37525	-0.00275
8000	0.005	0.06309573444801933	3	1	0.993	0.516	0.49	-0.0005	0.319
8000	0.005	0.0707945784384138	3	1	0.99975	0.996	0.4945	0.36175	0.29125
8000	0.005	0.07943282347242814	3	1	1.0	0.99325	0.50525	0.36375	0.16675
8000	0.005	0.08912509381337454	3	1	1.0	0.48075	0.0135	0.005	0.315
8000	0.005	0.1	3	1	1.0	0.01525	0.49675	-0.0085	0.1505
8000	0.005	0.11220184543019636	3	1	1.0	0.989	0.50475	0.37325	0.01625
8000	0.005	0.12589254117941673	3	1	1.0	0.0135	0.5125	0.38975	0.28075
8000	0.005	0.14125375446227545	3	1	1.0	0.50825	0.9985	0.38225	0.01475
8000	0.005	0.15848931924611134	3	1	1.0	0.99875	0.9935	0.146	0.30225
8000	0.005	0.1778279410038923	3	1	1.0	0.989	0.50575	0.3745	0.3155
8000	0.005	0.19952623149688797	3	1	1.0	0.99975	0.99925	0.37475	0.331
8000	0.005	0.22387211385683395	3	1	1.0	0.99975	0.9995	0.3695	0.32925
8000	0.005	0.251188643150958	3	1	1.0	0.99975	1.0	0.999	0.30675
8000	0.005	0.28183829312644537	3	1	1.0	0.99925	0.99725	0.38375	0.331
8000	0.005	0.31622776601683794	3	1	1.0	0.99975	1.0	0.999	0.313
8000	0.005	0.35481338923357547	3	1	1.0	1.0	1.0	0.99675	0.03675
8000	0.005	0.39810717055349726	3	1	1.0	1.0	1.0	0.9985	0.014
8000	0.005	0.44668359215096315	3	1	1.0	1.0	1.0	0.99675	0.301
8000	0.005	0.5011872336272722	3	1	1.0	1.0	1.0	0.391	0.3165
8000	0.005	0.5623413251903491	3	1	1.0	0.99975	1.0	1.0	0.3215
8000	0.005	0.6309573444801932	3	1	1.0	1.0	1.0	1.0	0.305
8000	0.005	0.7079457843841379	3	1	1.0	1.0	1.0	0.99875	0.99875
8000	0.005	0.7943282347242815	3	1	1.0	1.0	1.0	0.99925	0.028
8000	0.005	0.8912509381337456	3	1	1.0	1.0	1.0	1.0	1.0
8000	0.005	1.0	3	1	1.0	1.0	1.0	1.0	0.33475
8000	0.005	0.010000000000000002	3	2	0.0005	0.03825	0.019	0.033	0.22325
8000	0.005	0.011220184543019636	3	2	0.05825	-0.0135	0.24	-0.0025	0.00475
