#1=α 2=αD 3=σ 4=dq 5=qh 6=dp 7=dph 8=pd 9=dpdh 10=m 11=mh 
30.0 0.015741 sign 0.0007083061817751892 42297.70500190559 0.005149019103576692 0.6388784324034943 53.970227834211535 22.261772654173846 1.0145693109770482e-7 0.0001325239365376838
29.0 0.015721 sign 0.0007317290196476111 40999.78383199366 0.0053200049309537695 0.6389536888488564 54.023214903345284 22.28865019448695 1.0429911892686774e-7 0.00013187694389499047
28.0 0.015701 sign 0.0007568154214332861 39695.57942929346 0.005502977122639347 0.639034245556401 54.07589175980244 22.315782047468268 1.0821085070705423e-7 0.0001322888366309789
27.0 0.015681 sign 0.0007837491654016977 38385.05578250384 0.005699242326949905 0.6391206831111492 54.128209483104165 22.343189940603754 1.1216069144356364e-7 0.00013240629897830346
26.0 0.015661 sign 0.0008127421367814991 37068.17649219734 0.005910304309724064 0.6392136701239167 54.18011174214452 22.37089888663818 1.16336061605761e-7 0.00013243661288030336
25.0 0.015631 sign 0.0008435387598826888 35787.390203974275 0.006135958859638038 0.6393130692119039 54.26160495451289 22.411164876082736 1.204118064271769e-7 0.00013207498588785945
24.0 0.015611 sign 0.0008774068647795453 34456.1560222775 0.006382037026876775 0.6394215662979804 54.312542571301314 22.43959861852283 1.2506154913449204e-7 0.00013187963091787396
23.0 0.015581 sign 0.0009136555104058775 33157.9239570417 0.006646925034543609 0.639538349272842 54.39308924791219 22.480740374668983 1.3031021006339938e-7 0.00013196464742440156
22.0 0.015551 sign 0.0009531760941443583 31850.12630525166 0.006935331981511203 0.6396655622109989 54.47306964458971 22.522410459953555 1.3652146298841084e-7 0.00013252386420446255
21.0 0.015521 sign 0.000996432659862617 30532.679606211663 0.007250537524822103 0.6398046684872679 54.552360551102836 22.56466502966498 1.4256012229802258e-7 0.0001323788961457488
20.0 0.015481 sign 0.0010433558733289811 29240.527093657176 0.0075940375262327706 0.6399562800019162 54.66143964178672 22.620033074143198 1.4889102252858078e-7 0.00013204274903075395
19.0 0.015441 sign 0.0010951782715766928 27935.528015457065 0.00797272749859924 0.640123528247872 54.76976628823708 22.676245528673647 1.5633012633540165e-7 0.00013208186865834966
18.0 0.015401 sign 0.001152709625540764 26617.53160962017 0.008392311306042257 0.6403089657470626 54.87712591036446 22.733402572547895 1.6476018367342232e-7 0.0001322577092041029
17.0 0.015351 sign 0.0012162136888273266 25316.95252294948 0.008856951459880006 0.6405143935107268 55.01437191158355 22.804298210101607 1.743740993232651e-7 0.00013266921182777228
16.0 0.015301 sign 0.0012875805048360375 24000.00628432465 0.009377850809353288 0.640744892176763 55.15040338575077 22.876562365720947 1.8372022308415105e-7 0.00013203381861525858
15.0 0.015241 sign 0.001367535382932835 22694.034992246765 0.009962678529678373 0.6410038369958323 55.31635302634826 22.963242724681027 1.9602520257481496e-7 0.0001326432078739021
14.0 0.015171 sign 0.0014578996609286854 21394.237733294405 0.01062465119440002 0.6412971597358782 55.51240247303369 23.064891145509797 2.093842522214391e-7 0.0001329047581774479
13.0 0.015091 sign 0.0015610491346954327 20095.72249674003 0.011380903343596436 0.6416325668893593 55.73871148377608 23.18219364816352 2.235057033044103e-7 0.00013249839642615814
12.0 0.015001 sign 0.0016801425697766132 18793.45401196982 0.012254058287722663 0.6420202582748032 55.99536260845067 23.316005732306703 2.409041609545842e-7 0.00013269398125288092
11.0 0.014891 sign 0.0018183427526146324 17503.94491676998 0.013270255915459384 0.6424719576225821 56.31523688559199 23.480860235312015 2.607317770475571e-7 0.00013270697320803926
10.0 0.014771 sign 0.001982545674189976 16196.967847430757 0.014475163983903451 0.6430084428722523 56.66596012882713 23.665101173913815 2.8527996105954106e-7 0.0001331802952180157
9.5 0.014701 sign 0.002076111262166557 15547.310389591497 0.015162952488144761 0.6433150435403531 56.87379593933052 23.773688375723175 2.98363770972531e-7 0.0001330143287269779
9.0 0.014621 sign 0.002178533654877525 14904.213618333466 0.015917850076076805 0.643651832217009 57.11497589514441 23.898504807231475 3.1164226057430506e-7 0.0001324068914879029
8.0 0.014441 sign 0.002418031610513874 13610.25267382542 0.01768236299589422 0.6444404482421325 57.664893213562294 24.185485186151055 3.4620516446543545e-7 0.00013253172718171035
7.5 0.014331 sign 0.0025580001199203848 12972.322547991294 0.01871756736631913 0.644903885317932 58.009474497169826 24.363594463610514 3.6731673688093407e-7 0.00013292629897259972
7.0 0.014211 sign 0.0027158194814483503 12330.488551391933 0.01988426517872257 0.6454270056119005 58.39003045980129 24.561666533502496 3.9149799886117387e-7 0.00013345073324652404
6.5 0.014081 sign 0.0028955320695702126 11681.806484709008 0.02121077172334809 0.6460228781137786 58.807207353711945 24.78114614110158 4.1739220268561155e-7 0.00013345242497604524
6.0 0.013921 sign 0.003098396585830019 11052.355911012799 0.02271843545130852 0.6467011324677827 59.33636113398251 25.054512458734248 4.477585086958716e-7 0.00013379861281461085
5.5 0.013741 sign 0.0033328304393637855 10420.55848133484 0.02446133412969253 0.6474869694044136 59.944575674390165 25.370426768863656 4.800372965084711e-7 0.00013336496416395198
5.0 0.013531 sign 0.0036056374684329106 9793.682090252416 0.02649479073505511 0.6484060600602125 60.674688118173094 25.749464670080222 5.206133243765216e-7 0.00013370741726388054
4.5 0.013291 sign 0.003929301472765302 9162.983555752793 0.028906899973215782 0.6494996985767909 61.53389503473732 26.19885526002804 5.688006082631575e-7 0.00013406298933901274
4.0 0.012991 sign 0.004313244151256814 8554.843074140716 0.031790765818785545 0.6508113501829088 62.65811253413506 26.780946639447574 6.243434023188601e-7 0.00013407583312166982
3.5 0.012641 sign 0.004786051473512003 7940.673666466493 0.035339446136784275 0.652432750111098 64.02963999720299 27.49837040415347 6.923145465328401e-7 0.00013400521704728604
3.0 0.012191 sign 0.005370606440877031 7357.194060040547 0.03976848161346302 0.6544663995370583 65.91477689086788 28.477517460342924 7.821935723709924e-7 0.0001349545985685508
2.5 0.011611 sign 0.006117243683752983 6805.006617908651 0.0454770898386425 0.6571046822741565 68.56023296912481 29.84984956859955 8.955578106536378e-7 0.00013569856103625612
2.0 0.010851 sign 0.007113057821351069 6291.2573270692055 0.05315636190812997 0.6606853249084446 72.4457071580608 31.872076049394135 1.0413732174760027e-6 0.0001357598343970298
1.5 0.009781 sign 0.008494038277659889 5882.479689658134 0.06401023953717201 0.665806568238876 78.93659698011993 35.24549915268277 1.2576964723401343e-6 0.0001373966334407295
1.0 0.008191 sign 0.010564742336006485 5703.773931721842 0.08071139786605988 0.6738296497771916 91.67547990407954 41.88408935183133 1.5822196173215265e-6 0.00013912184877999973
0.95 0.007978009999999999 sign 0.010818857637701329 5725.240114249959 0.08285316762069524 0.6748695736211087 93.77141179572232 42.968058818718795 1.625765132646244e-6 0.00013961975042443882
0.9 0.00776201 sign 0.011095822432731196 5745.378136266877 0.08515608319623387 0.6759923009181029 96.00699355803636 44.13272682261696 1.669286187208913e-6 0.00013980246090222474
0.85 0.00753501 sign 0.011388642416970475 5774.53852444289 0.08760098147578077 0.6771880241052203 98.49276917677375 45.42892847792323 1.7202265162154008e-6 0.0001403893546678729
0.8 0.007295009999999999 sign 0.011697314857776064 5815.911321190396 0.09019650916407285 0.6784614782610611 101.28801197885933 46.88662575777294 1.7701046716619797e-6 0.0001406749431231633
0.7 0.00677101 sign 0.012367209085870391 5946.188552327541 0.09590005991654828 0.6812745049321453 108.07503288538533 50.42632662545243 1.8820867897064814e-6 0.000141534499925065
0.55 0.005857009999999999 sign 0.013535730794138022 6317.627520567757 0.10606599777188086 0.6863398274707855 122.79495248338019 58.11296062632996 2.0851065255357157e-6 0.000143381117313169
0.5 0.005511009999999999 sign 0.013978094964389178 6516.496184428704 0.10999290303707748 0.6883142515194813 129.63152235583993 61.68679998902578 2.151472355005291e-6 0.0001433087483662621
0.45 0.0051400099999999995 sign 0.01445041881344421 6774.960078935705 0.1142440893930941 0.6904627798599419 137.97837103749202 66.05177076931466 2.245088851440673e-6 0.00014470820049746242
0.4 0.00474201 sign 0.014958194339797101 7113.14708184304 0.11887401940594201 0.6928162180771871 148.37501034607993 71.49314000390825 2.333815134688554e-6 0.00014537779446740682
0.35 0.00431201 sign 0.015500485334483652 7570.44634056637 0.12391985774901801 0.695396341128706 161.75411386404699 78.4964423370507 2.4212701581069544e-6 0.00014561412537682027
