#1=α 2=αD 3=σ 4=dq 5=qh 6=dp 7=dph 8=pd 9=dpdh 10=m 11=mh 
30.0 0.02887301 sign 0.0012368136626916913 13872.35902306173 0.006953164451730662 0.639739111873159 32.280433332528474 13.444895669813562 1.2191323935275448e-7 8.791336252547834e-5
29.0 0.02883801 sign 0.0012777211146126884 13446.522464313632 0.007183584855148585 0.6398429882960734 32.30747475804751 13.460332936981379 1.2689890584558164e-7 8.857955223507227e-5
28.0 0.02880001 sign 0.0013214024840557481 13021.225314909236 0.007429728157927256 0.6399539859966127 32.33700240497184 13.47709622916722 1.2932251038151203e-7 8.728804784053536e-5
27.0 0.02876001 sign 0.0013682066972505028 12595.428153489054 0.007693434944365661 0.6400729480412511 32.36806495406072 13.494833372446607 1.343819023422139e-7 8.760092822268604e-5
26.0 0.02871601 sign 0.0014184014552527887 12170.500503405185 0.00797641160494467 0.6402006452947417 32.40249879100072 13.514331406448079 1.4060335802299216e-7 8.841402394101335e-5
25.0 0.02867001 sign 0.0014724833388242758 11744.629891925564 0.00828120071129643 0.6403382469469151 32.438408265083574 13.534865513671296 1.4618301885965842e-7 8.854733654282444e-5
24.0 0.02861901 sign 0.0015307883457156223 11319.795651912824 0.008610017301864952 0.640486753073414 32.47856799818418 13.557618663813843 1.5366938794565945e-7 8.95379086085498e-5
23.0 0.02856401 sign 0.001593912848327072 10894.897383448322 0.008966069927475964 0.640647635402265 32.52200859660398 13.582259828989491 1.5748101558036213e-7 8.812608431186272e-5
22.0 0.02850501 sign 0.0016625077381353798 10469.600046757298 0.009352973999793464 0.6408225497829936 32.56868519806728 13.608845412235063 1.628012734451275e-7 8.734560243679098e-5
21.0 0.02844001 sign 0.0017372359062074218 10044.844873738046 0.009774676728112202 0.6410132965096116 32.62044263323054 13.638215243021287 1.6913042035530191e-7 8.683945160843499e-5
20.0 0.02836901 sign 0.0018190077338183358 9620.132112688509 0.010236246557360367 0.6412222014006542 32.67723307010319 13.670456314851947 1.8067254483931574e-7 8.859712022485816e-5
19.0 0.02829201 sign 0.001908923224133037 9194.954800166943 0.010743787294749814 0.6414520696708372 32.73899151971044 13.705670545649795 1.9156376954394957e-7 8.951478430792336e-5
18.0 0.02820601 sign 0.002008130583652486 8770.487157065862 0.011304126917031112 0.6417060278106332 32.80852699433224 13.745158932859434 1.9807198187794649e-7 8.798537662523281e-5
17.0 0.02811001 sign 0.0021181815690434038 8346.508346624538 0.011926061997601323 0.6419881233907909 32.88674383013641 13.789483372986535 2.099209870919338e-7 8.840629809256685e-5
16.0 0.02800401 sign 0.0022410835878514243 7922.16767327635 0.012620732424671752 0.6423034988586698 32.97356021733256 13.838851245797686 2.2007931216722362e-7 8.760387180581014e-5
15.0 0.02788401 sign 0.0023790634974280005 7498.541455639064 0.013401200047467393 0.6426581715549342 33.07279493034384 13.895123660094196 2.3464942753330223e-7 8.798923151643557e-5
14.0 0.02774901 sign 0.002535223749214758 7074.8868452762645 0.014284865169652907 0.6430601988989084 33.18534996655956 13.959058309700392 2.5163732298928426e-7 8.855031741638938e-5
13.0 0.027594010000000002 sign 0.002713251807283522 6652.066294306824 0.015293179035388158 0.6435195127871511 33.31611226100064 14.033157236047536 2.7008730083814297e-7 8.881042074304702e-5
12.0 0.02741601 sign 0.0029182377912987164 6229.562140834038 0.01645500551778333 0.644049535394751 33.468046908337186 14.119305503755962 2.922165917795172e-7 8.93419214086015e-5
11.0 0.02720901 sign 0.0031567776923963863 5807.636685519812 0.017808247342720754 0.6446679312199464 33.64723379363354 14.220901820084375 3.0842705569584305e-7 8.717752853845665e-5
10.0 0.02696501 sign 0.003437828805366561 5386.561598044422 0.0194044796106023 0.6453988191023383 33.8620228730426 14.342633965579534 3.413576402445166e-7 8.860363346236017e-5
9.5 0.02682601 sign 0.0035980319614354068 5176.3839734733365 0.020315221123554675 0.6458165390146204 33.98612792316938 14.412967480605055 3.5223803168607063e-7 8.736042033252603e-5
9.0 0.02667301 sign 0.0037738699754960364 4966.6521877339865 0.021315735961481466 0.6462760206786433 34.12430132924599 14.491194937964096 3.800961256602525e-7 8.98813490708775e-5
8.5 0.02650501 sign 0.003967909407399703 4757.049834662368 0.0224204975226335 0.646784108723587 34.27774424639643 14.578178941358864 3.8860691412034465e-7 8.740435595379638e-5
8.0 0.02631801 sign 0.004182915692833117 4548.119982539478 0.023646078635432565 0.6473486374127143 34.450982679449126 14.676235758587282 4.1764655745910503e-7 8.91124965502279e-5
7.5 0.02611001 sign 0.0044226812301670975 4339.57884239731 0.025014100029235924 0.647979887213578 34.64652375246751 14.786975604114852 4.460319890192276e-7 9.001533795011444e-5
7.0 0.02587601 sign 0.004691568262446872 4131.863859522778 0.026550463506275213 0.6486901928622862 34.87038945180645 14.913614340639043 4.6938452005130677e-7 8.930558485138186e-5
6.5 0.02561101 sign 0.004995250108532951 3925.114141857231 0.028288455769726165 0.6494954781492432 35.128973461159056 15.059747114410076 4.897043530416441e-7 8.751484214702775e-5
6.0 0.02531001 sign 0.005341244858709566 3719.151733444419 0.030271599059256755 0.6504166718058132 35.42912930324222 15.229475029060481 5.249897757915411e-7 8.775174152134688e-5
5.5 0.024964010000000002 sign 0.005738908217460344 3514.4621890117987 0.03255546499598774 0.6514806042395344 35.78312234472059 15.429583829315 5.741506291473439e-7 8.932928802269486e-5
5.0 0.02456101 sign 0.006200557308041022 3311.682301450765 0.035213842012251736 0.6527230960453153 36.20821322724491 15.669602870317028 6.128810590063699e-7 8.826801320742508e-5
4.5 0.02408801 sign 0.006743575034064136 3110.9083806214962 0.038349409780604145 0.6541943599748945 36.72511960851055 15.96154286300601 6.69956012277542e-7 8.873328612881811e-5
4.0 0.02352301 sign 0.007391239354580489 2913.3026147670007 0.04210332363223449 0.6559639110021364 37.369901771610365 16.325451861085803 7.366198520219229e-7 8.903217809721532e-5
3.5 0.02283601 sign 0.008177138261641312 2720.2536181177416 0.04668054122626293 0.6581336111621924 38.19699246838372 16.791874229058756 8.300533492911112e-7 9.070703136887909e-5
3.0 0.021984010000000002 sign 0.009151645953803822 2533.7306642523486 0.05239099374962053 0.6608592090165326 39.29425294207882 17.41045807240826 9.264888078483254e-7 9.049565442487901e-5
2.5 0.02089801 sign 0.010392426695538842 2357.7957179656282 0.059723165636064474 0.6643894928630258 40.82202307706651 18.27134507525012 1.0522176723640942e-6 9.054820688635804e-5
2.0 0.01946501 sign 0.012027570399773828 2200.3628916470643 0.06950259771168454 0.669152149315282 43.097175181714626 19.552971748742653 1.2135746790093852e-6 9.02967233296127e-5
1.5 0.01748301 sign 0.014284299091311008 2080.036681181745 0.08325196400035148 0.6759538501678116 46.853529174548214 21.668819650771376 1.4764747324263794e-6 9.259747160183779e-5
1.0 0.014552009999999999 sign 0.01761252564410519 2052.2811019854125 0.10417806930490695 0.6865467290936135 54.26341031957061 25.845906515380733 1.8046577758728294e-6 9.195393359445263e-5
0.95 0.014179009999999999 sign 0.018035170453646214 2060.231462456968 0.10690048217742218 0.6879464862444714 55.42376353003469 26.500565945884716 1.9010675830111052e-6 9.461960930431239e-5
0.9 0.01378601 sign 0.018478151525541615 2071.669943980528 0.10977527109123525 0.68942989777746 56.71387686504587 27.228183320210235 1.9426037258542612e-6 9.439427284399981e-5
0.85 0.013374009999999999 sign 0.01894615619469136 2086.5027935728863 0.11282579000979459 0.691010439072646 58.14631202595927 28.037150719690572 1.9742224518189173e-6 9.358734546634155e-5
0.8 0.012939009999999999 sign 0.019438466314933917 2106.037710307124 0.11606086308548119 0.6926934411977757 59.75693764793509 28.946706902111345 2.037487582851458e-6 9.416903416074719e-5
0.75 0.012479009999999999 sign 0.01995698963960421 2131.22251638333 0.11949876474433492 0.6944896896420221 61.58129595010368 29.976944127043335 2.0982864740086047e-6 9.449091342345734e-5
0.7 0.01199301 sign 0.020505667680969047 2162.8891064646423 0.12316585511989558 0.6964147604855486 63.65904126211558 31.151054932809522 2.140823254284329e-6 9.386071572720076e-5
0.65 0.01147901 sign 0.02108804200053648 2202.3901220925495 0.1270898546127549 0.6984852323140268 66.04557749045364 32.50090436058845 2.215257803668901e-6 9.447867680305238e-5
0.6 0.010932009999999999 sign 0.021703675009418444 2252.4871246970115 0.13128978574660666 0.7007128252401653 68.83000295026048 34.075685807700935 2.2825132107749746e-6 9.462653183446525e-5
0.55 0.010351009999999999 sign 0.022359528403956608 2315.2194096019293 0.13581051253688387 0.7031245771261498 72.10622821560604 35.930370526199695 2.344302126509297e-6 9.438159515616533e-5
0.5 0.00973101 sign 0.023057127561491537 2394.967994790293 0.14068564188381202 0.7057413236430763 76.03010173546096 38.15267179640695 2.447361352883482e-6 9.559927939536123e-5
0.45 0.009069009999999999 sign 0.023803318024835887 2496.8509112033435 0.14597089637927085 0.7085974061316787 80.80631761514246 40.860285790648945 2.568263051088622e-6 9.723255348473323e-5
0.4 0.00835901 sign 0.024600814792873297 2629.7904795260124 0.15171776881161272 0.7117252809283513 86.76278590366256 44.239077207734056 2.6682082888501938e-6 9.780413898426092e-5
0.35 0.007596009999999999 sign 0.025457008142645406 2806.708795812473 0.15800245937596274 0.71517298819757 94.39515544185204 48.572463558898264 2.7499880867907918e-6 9.748115579443083e-5
0.3 0.0067730099999999994 sign 0.026377793770047696 3049.874236244764 0.16491107882036177 0.7189957009586148 104.54152648511531 54.338321708600326 2.9232062009780137e-6 0.00010008494567846281
0.25 0.00588201 sign 0.027370384053000487 3399.2126289300218 0.17255346257203252 0.7232645531626246 118.70645307442996 62.39531443140159 3.0061520798407298e-6 9.928362930745428e-5
0.2 0.00491501 sign 0.028450256011255955 3932.581843250473 0.18109283890164735 0.7280859668561204 139.8566094043429 74.44185621838935 3.123342707821934e-6 9.934261488175674e-5
0.15 0.00385901 sign 0.029622673672762074 4836.602045320454 0.19070194798500834 0.733575681289541 175.00561191419538 94.48350848916718 3.3445842214127176e-6 0.00010229372800480972
0.1 0.0027000099999999996 sign 0.030899235328675716 6667.832154178662 0.20163445014212222 0.7399050828270649 245.12042972483414 134.50600353134962 3.5430765143233745e-6 0.00010403708747407876
0.095 0.00257801 sign 0.031035095684659383 6957.453945993721 0.2028193531962586 0.7405968702087246 256.15986607147727 140.81258981957498 3.496330506355643e-6 0.0001022308532256588
0.09 0.0024550099999999997 sign 0.03117470157222442 7278.351138430526 0.2040295475598926 0.7413050253714764 268.398088710126 147.80731612964587 3.5574248108550874e-6 0.00010356728808184587
0.085 0.00233001 sign 0.031307345525948174 7641.3255805001645 0.2052312006347772 0.7420076455107638 282.1598820840237 155.66454109048027 3.578745012898591e-6 0.00010376423487830038
0.08 0.0022040099999999997 sign 0.031443871364544684 8048.5586682825915 0.20645935967287335 0.7427274426546429 297.6085609143225 164.48886946984285 3.5799622904573146e-6 0.00010336629768600314
0.075 0.00207701 sign 0.03158508142151811 8508.53633865678 0.20771708784847037 0.7434664592320134 315.07319509962247 174.4698097928408 3.6141268428265204e-6 0.00010390348038372954
0.07 0.00194901 sign 0.03173200787778775 9032.06337169983 0.2090082303346117 0.744227261929298 334.97445955345546 185.84986600333258 3.607908718120273e-6 0.00010326117761435653
0.065 0.0018190099999999998 sign 0.031871171539316734 9642.079559897384 0.21028984653905575 0.7449818769780587 358.0539987450648 199.0360429495151 3.6451111138068074e-6 0.00010388916875911972
0.06 0.0016880099999999998 sign 0.03201676921982845 10350.79867169181 0.21160816811146388 0.7457604797097873 384.9020976203268 214.38410092289956 3.6990154295712437e-6 0.00010496448908484105
0.055 0.00155501 sign 0.032153109236874255 11196.221493497538 0.21291294631017027 0.7465302187105284 416.7881566426445 232.59721936131615 3.7374550978754952e-6 0.0001056263101159202
0.05 0.0014220099999999998 sign 0.03231595681758539 12192.031620288322 0.2143207218712631 0.7473675237487343 454.62511677758624 254.25341695239644 3.772142509051161e-6 0.00010608627761523465
0.045 0.00128601 sign 0.032450155724653304 13434.887639335253 0.21565296300990658 0.7481552731158717 501.4165750147786 280.98056025350957 3.714189906222107e-6 0.00010404648071214502
0.04 0.00115001 sign 0.03261708068723618 14959.943581691576 0.21710998893472155 0.7490251654607594 559.2562388032491 314.08463117237375 3.818840688858816e-6 0.00010644815991952744
0.035 0.00101101 sign 0.03274868422556397 16959.942181012168 0.21847040233733753 0.7498314215151292 634.4624818157057 357.0456575818737 3.770952314326529e-6 0.00010471475356853219
0.03 0.00087201 sign 0.03292324581556895 19577.3353005833 0.21999090478338465 0.750743449469079 733.6160662722837 413.79926226143846 3.7926368619158032e-6 0.0001047758908420388
0.025 0.00073001 sign 0.03305192975484933 23310.225353135647 0.22138084860147894 0.7515691496903325 873.9176835013536 493.960228089217 3.847184299954732e-6 0.00010589496960567118
0.02 0.00058801 sign 0.03324390386988611 28802.228510777262 0.22300004957160752 0.7525469316839821 1081.930625741527 613.0496577076178 3.9100129247715485e-6 0.00010701917311080897
0.015 0.00044301 sign 0.03337195097977609 38108.83477996122 0.22442985263922327 0.7533990234772163 1431.9809273102696 813.1308107483056 3.959501616164462e-6 0.00010798585587473411
0.01 0.00029701 sign 0.03353151777545693 56620.49987993888 0.22598608671959927 0.7543352175445708 2129.714899807982 1212.1786187958257 3.975743492033538e-6 0.00010793626771143334
0.0095 0.00028301 sign 0.03361669746935068 59298.87117330452 0.22637283698973337 0.7545830341738256 2234.373640435326 1272.5674290060863 3.999502269203481e-6 0.00010829707681502214
0.009 0.00026801 sign 0.03360568020038884 62634.30071252224 0.22644045710110172 0.7546179576705891 2358.7515717943843 1343.5120221234763 3.966711708896612e-6 0.00010745122389807383
0.0085 0.00025300999999999996 sign 0.0335933577691729 66367.33317359764 0.2265038796391432 0.7546500696206744 2497.877768221516 1422.8582815409802 3.921214833830477e-6 0.00010626471972689593
0.008 0.00023900999999999998 sign 0.03369828551735434 70076.84239868447 0.22695708894508765 0.754942392538849 2643.3471960625884 1506.869375195719 4.008237636484422e-6 0.00010827252157691277
0.0075 0.00022401 sign 0.033690486925175143 74783.24116103008 0.22703610528841828 0.7549848923226957 2819.5350796723305 1607.466518692215 4.010968376116746e-6 0.0001083777329259637
0.007 0.00020900999999999998 sign 0.03368156566258853 80167.35235550319 0.22711154657290183 0.7550249935709934 3021.0122482105908 1722.4919122865515 4.013914861275931e-6 0.00010849263763078849
0.0065 0.00019401 sign 0.033671263042359206 86386.9122703107 0.22718254473949345 0.7550621164389307 3253.644776277798 1855.2894761673215 3.947804315691794e-6 0.00010674506013978185
0.006 0.00017900999999999998 sign 0.03365923409371664 93652.72393269539 0.22724794163714984 0.7550954874334307 3525.2650220994747 2010.3229708068006 3.922410915214731e-6 0.00010610327270035569
0.0055 0.00016501 sign 0.033817673749441585 101211.52610913833 0.22788077457125966 0.7555080988831195 3823.057821188243 2182.4984897955464 3.997360279486577e-6 0.00010760322167462399
0.005 0.00015000999999999998 sign 0.033817872806503176 111331.3680822717 0.2279875437097198 0.7555691116861128 4204.104036400499 2400.3844570541783 4.000973155558543e-6 0.00010770488883402889
0.0045 0.00013501 sign 0.03381810772899543 123699.80147573899 0.22809462662174768 0.7556303251908517 4669.819482295478 2666.686309790175 3.946967643199354e-6 0.00010625531807825344
0.004 0.00012000999999999998 sign 0.03381839288480868 139159.9298445175 0.2282020719967266 0.7556917719809126 5251.952442589523 2999.5587309595257 3.983252564230911e-6 0.00010723625113128734
0.0035 0.00010500999999999999 sign 0.03381875085769913 159036.5529515915 0.22830995600511406 0.7557535030362256 6000.391331625526 3427.529676359791 4.012753888397524e-6 0.00010803438553329946
0.003 9.000999999999999e-5 sign 0.03381921929381423 185537.5051765545 0.22841840519346032 0.755815603059655 6998.279772880831 3998.1439601753646 3.986412897886401e-6 0.00010732872999337923
0.0025 7.500999999999999e-5 sign 0.033819865963897425 222636.49189708213 0.22852764685489035 0.7558782241966746 8395.26732823103 4796.977979071557 4.022224640717547e-6 0.00010829586489656014
0.002 6.0009999999999996e-5 sign 0.03382082641831579 278279.8088441836 0.22863813495482976 0.7559416703351638 10490.627922610016 5995.172521219145 3.973973035281073e-6 0.0001069985989089339
0.0015 4.501e-5 sign 0.03382241695018691 371004.84894001094 0.2287509278793802 0.7560066499900073 13982.57779787864 7992.01341315186 4.0009812194582415e-6 0.00010772557600513537
0.001 3.001e-5 sign 0.033825586434091504 556402.9879620535 0.22886919931527272 0.7560752877946184 20965.29548072999 11985.134119868757 4.027339123884737e-6 0.00010842972626733405
